date,Adj Close,Volume,EMA_5,EMA_10,MACD,RSI,Bollinger_High,Bollinger_Low,OBV,ADX,MFI,MOM,SAR,Interest Rate,Yield Spread,GDP,Unemployment Rate,Inflation Rate,news_sentiment
5/22/14,16543.08008,59250000,16512.387085123424,16519.35778,28.985249561523233,52.702297253065105,16704.48316,16346.30688,4376270000,11.942957499176742,47.32030446488822,-0.047674696,,0.09,2.19,17518.508,6.3,236.918,0.14727272727272728
5/23/14,16606.26953,61340000,16543.681233832285,16535.159918570254,33.78160082865725,55.43623972,16703.18440717749,16372.086588916258,4437610000,11.723064578935759,53.20908305708189,0.13826941807890308,,0.09,2.17,17518.508,6.3,236.918,0.21875
5/27/14,16675.5,80870000,16587.620822554858,16560.676297012025,42.67710886326313,58.28145930463883,16719.599076438088,16378.347896218167,4518480000,10.938280706847271,60.11623480117185,-0.119617491,16341.2998,0.09,2.13,17518.508,6.3,236.918,0.15
5/28/14,16633.17969,62480000,16602.807110869908,16573.85873,45.78419582641072,55.93063596,16728.215796537235,16379.512230806515,4456000000,10.20955282562225,53.232429064255456,-0.492118474,16348.24759765625,0.09,2.07,17518.508,6.3,236.918,0.13636363636363635
5/29/14,16698.74023,55500000,16634.78481870494,16596.564459415073,52.926667177005584,58.70920508875371,16744.99354389322,16374.524522513033,4511500000,9.753634773794811,52.36932653,0.5102304124928745,16355.056434765624,0.09,2.08,17518.508,6.3,236.918,0
5/30/14,16717.16992,105190000,16662.246519761626,16618.492725316875,59.38964211348866,59.48257338506478,16765.20055598335,16370.147588547901,4616690000,9.541516014453904,60.52672485792568,1.6438407570236773,16368.803786749999,0.09,2.11,17518.508,6.3,236.918,0.18068181818181817
6/2/14,16743.63086,57560000,16689.374632966086,16641.24511332744,65.88726544419842,60.62294983169136,16789.154443439736,16369.26772452901,4674250000,9.674719041782074,60.023711790555716,1.5300197748553896,16389.9488,0.1,2.15,17518.508,6.1,237.231,-0.0375
6/3/14,16722.33984,67830000,16700.363036560724,16655.989609767905,68.52871534923906,59.17965632295785,16806.359694803155,16371.241379415596,4606420000,9.798407567158234,53.57145780992454,1.2747229973910796,16419.28415,0.1,2.19,17518.508,6.1,237.231,-0.131944444
6/4/14,16737.5293,65570000,16712.751789998816,16670.81500742374,71.02896762840828,59.91290721103049,16814.36343563802,16396.88861514323,4671990000,9.707359092,60.022825557587915,2.218229263364098,16446.272665786386,0.1,2.2,17518.508,6.1,237.231,0.0625
6/5/14,16836.10938,70460000,16753.870984999212,16700.86852880124,80.04234567330423,64.38435768912132,16848.81596719413,16394.19311483712,4742450000,10.597255369085543,68.87703362,1.8329868645057423,16471.102102523477,0.1,2.19,17518.508,6.1,237.231,0
6/6/14,16924.2793,80530000,16810.673755624477,16741.488668451013,93.22544365664362,67.83961995611983,16900.201502462747,16380.138438943506,4822980000,12.030192173557548,79.54589356486102,2.3042820136865667,16508.57294695863,0.1,2.19,17518.508,6.1,237.231,0.075
